"Dauer","Zieldauer","Stufe","Art","werbe","kunde","daten","adresse","pers","karte","cash","aktiv","konto","kontonummer","kartennummer","ldauer","karteninhaber","servicekartennummer","fidd","gleich","tabelle","vorname","entsprechen","mailadresse","kombinationen","werbeeinverstaendnis","gold","mehr","nein","seit","ziel","score","wuerde","auswerten","sindliste","information","geko","hallo","broker","aktivkunde","datei","kombi","aktuell","standard","giro","mind","siehe","einzel","format","kommen","bereits","viele","umsatz","zeitraum","beigefuegt","natuerliche","abrechnungskonto","info","land","danke","gruppe","letzte","basis","datenfeld","angabe","porsche","produkt","anzahl","steuer","kampagne","konten","stellung","abrechnung","kreditkarte","erst","monat","kontotyp","felder","benoetige","vorhanden","privat","name","card","personennummer","zahl","priv","stand","business","zeit","noetig","darlehen","folge","mail","datum","status","darl","liste","feld","world","kontoinhaber","auswertung","inhaber","person","nummer"
1.84444444444444,10.2576388888889,0,1,0,0.0666666666666667,0.133333333333333,0,0.0666666666666667,0,0,0,0,0,0,0.612178118026278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0.0666666666666667,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0
2.98819444444444,13.4993055555556,1,1,0,0.0277777777777778,0,0,0,0.0277777777777778,0.0555555555555556,0,0.0555555555555556,0.0277777777777778,0.0277777777777778,1.09466934026855,0.0277777777777778,0.0277777777777778,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0.0277777777777778,0,0,0,0.0277777777777778,0,0,0,0,0.0277777777777778,0,0,0,0.0277777777777778,0.0277777777777778,0,0.0277777777777778,0,0.0277777777777778,0.0277777777777778,0,0,0.0555555555555556,0,0,0,0,0.0277777777777778,0,0,0,0,0,0.0277777777777778,0,0,0.0277777777777778,0,0,0,0,0,0,0.0277777777777778,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0.0277777777777778
1.97222222222222,4.51319444444444,1,1,0,0.0476190476190476,0,0,0,0,0.0476190476190476,0.0476190476190476,0,0,0,0.679160938585205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0.0952380952380952,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0.0476190476190476,0.0476190476190476,0,0,0,0,0.0476190476190476,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0
7.94444444444444,12.4076388888889,1,1,0,0.04,0,0,0,0,0,0,0,0,0,2.07247287236374,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
13.0222222222222,19.5208333333333,0,0,0,0.0422535211267606,0,0,0,0,0.0422535211267606,0,0,0,0,2.56665729980669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140845070422535,0,0,0,0,0.0140845070422535,0,0,0,0,0,0,0,0.0422535211267606,0,0,0,0,0.0140845070422535,0.0140845070422535,0.028169014084507,0,0,0,0,0,0,0,0,0,0.028169014084507,0,0,0,0,0.0563380281690141,0,0,0,0,0,0,0,0.0140845070422535,0,0,0.0140845070422535,0,0,0,0,0,0.0563380281690141,0,0,0,0,0.0140845070422535,0,0.0140845070422535,0,0,0,0,0,0,0,0,0.0422535211267606,0,0,0
2.91736111111111,6.47361111111111,0,1,0,0.024390243902439,0,0,0,0,0,0,0,0,0,1.07067947859934,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0.0487804878048781,0,0,0,0,0,0,0,0,0,0,0,0,0.0487804878048781,0,0.024390243902439,0,0,0,0,0,0,0.0487804878048781,0,0,0,0,0,0,0,0,0,0,0,0,0.0731707317073171,0,0,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0.024390243902439,0.0975609756097561,0,0,0,0,0.0975609756097561,0,0,0,0,0.024390243902439,0,0,0
15.20625,20.5993055555556,0,1,0,0,0,0,0,0,0,0,0.08,0.04,0,2.7217065275497,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.04,0,0.04,0,0.04
4.21805555555556,6.59444444444444,0,1,0,0.0952380952380952,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.142857142857143,0,0,0.119047619047619,0,0.0714285714285714,1.43937425303565,0.0476190476190476,0.0476190476190476,0,0,0,0.0476190476190476,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0.0238095238095238,0.0238095238095238,0,0.0238095238095238,0,0,0,0,0,0,0.0476190476190476,0.0714285714285714,0,0,0.0476190476190476,0,0,0,0,0.0476190476190476,0.0238095238095238,0.0238095238095238,0,0,0.0238095238095238,0,0,0.0714285714285714,0,0,0,0,0.0238095238095238,0,0,0,0,0.0238095238095238,0,0.0476190476190476,0.0238095238095238,0.0714285714285714
13.0715277777778,15.4590277777778,0,1,0,0.00934579439252336,0.0186915887850467,0,0.0186915887850467,0,0.0186915887850467,0.0467289719626168,0.0747663551401869,0.0467289719626168,0,2.57043641275413,0,0,0,0,0,0.0186915887850467,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0.0373831775700935,0,0,0.00934579439252336,0,0,0.0186915887850467,0,0.00934579439252336,0,0.0373831775700935,0,0,0.0186915887850467,0,0,0.0280373831775701,0,0,0,0.0280373831775701,0,0,0,0,0.0186915887850467,0,0.0186915887850467,0.00934579439252336,0,0.00934579439252336,0.00934579439252336,0,0,0.0467289719626168,0,0,0,0,0,0.0280373831775701,0.0186915887850467,0,0.00934579439252336,0,0.0186915887850467,0,0.0186915887850467,0.00934579439252336,0,0.00934579439252336,0,0,0,0,0,0,0.0373831775700935,0.0186915887850467,0,0,0.0186915887850467,0,0.0280373831775701,0.0186915887850467,0,0.0186915887850467,0.0373831775700935
10.73125,18.3451388888889,0,1,0,0.0869565217391304,0,0,0,0.0869565217391304,0,0.0434782608695652,0.0434782608695652,0,0.0434782608695652,2.37316004566365,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0.0434782608695652,0,0.0434782608695652,0.0434782608695652,0,0,0,0.0434782608695652,0,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0,0,0.0434782608695652,0,0.0869565217391304,0,0,0,0.0434782608695652,0,0,0,0,0,0.0434782608695652,0,0,0,0.0434782608695652,0,0.0434782608695652
